datasets,algorithm,accuracy,f1,precision,recall,roc_auc
breast_cancer,xgboost,0.9649122807017544,0.9726027397260274,0.9594594594594594,0.9861111111111112,0.9573412698412699
breast_cancer,mlp_torch,0.9210526315789473,0.9403973509933775,0.8987341772151899,0.9861111111111112,0.8978174603174603
breast_cancer,lr,0.9649122807017544,0.9726027397260274,0.9594594594594594,0.9861111111111112,0.9573412698412699
breast_cancer,dt,0.9736842105263158,0.9795918367346939,0.96,1.0,0.9642857142857143
breast_cancer,rf,0.9649122807017544,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9623015873015873
