attack,lr,knn,dt,nb,svm,mlp_keras
lr_gradient,100.0,56.64335664335665,44.75524475524476,5.594405594405593,90.9090909090909,95.8041958041958
svm_gradient,4.895104895104896,15.384615384615385,18.181818181818176,1.3986013986013957,100.0,84.61538461538461
mlp_keras_gradient,62.93706293706294,58.74125874125874,19.580419580419584,9.090909090909093,88.81118881118881,100.0
tree,0.0,0.6993006993006978,97.2027972027972,0.0,0.0,1.3986013986013957
