datasets,algorithm,accuracy,f1,precision,recall,roc_auc,ASR
cora_feature,lr,0.7481549815498155,0.7481549815498154,0.7481549815498155,0.7481549815498155,0,25.18450184501845
cora_feature,dt,0.6208487084870848,0.6208487084870848,0.6208487084870848,0.6208487084870848,0,37.91512915129152
cora_feature,rf,0.6918819188191881,0.6918819188191881,0.6918819188191881,0.6918819188191881,0,30.811808118081185
