datasets,algorithm,accuracy,f1,precision,recall,roc_auc,ASR
datacon,lr,0.7479338842975206,0.7861792689033551,0.7248384118190212,0.8588621444201313,0.738405,14.11378555798687
datacon,svm,0.7461629279811098,0.7860696517412935,0.7208029197080292,0.8643326039387309,0.736012,13.566739606126909
datacon,dt,0.8223140495867769,0.8357883251500272,0.8335146898803046,0.838074398249453,0.82096,16.192560175054705
datacon,mlp_torch,0.8264462809917356,0.8381057268722467,0.843680709534368,0.8326039387308534,0.825917,16.739606126914662
datacon,rf,0.8565525383707202,0.8697050938337803,0.8527865404837014,0.887308533916849,0.853911,11.269146608315095
datacon,adaboost,0.8305785123966942,0.8422210005497526,0.8464088397790055,0.838074398249453,0.829935,16.192560175054705
datacon,xgboost,0.8760330578512396,0.8890063424947146,0.8599182004089979,0.9201312910284464,0.872245,7.986870897155363
datacon,stacking_ensemble,0.8654073199527745,0.8798735511064278,0.8485772357723578,0.9135667396061269,0.861271,8.643326039387311
datacon,omni,0.8134592680047226,0.8479307025986524,0.756872852233677,0.9638949671772429,0.800537,3.610503282275712
