datasets,algorithm,accuracy,f1,precision,recall,roc_auc
datacon,lr,0.41878322504430004,0.3342354533152909,0.4591078066914498,0.26276595744680853,0.4381558870899381
datacon,svm,0.4158298877731837,0.3322079675894666,0.45471349353049906,0.26170212765957446,0.4349679296996412
datacon,mlp_keras,0.46131128174837566,0.3631284916201118,0.5284552845528455,0.2765957446808511,0.48424740753298867
datacon,dt,0.5871234494979327,0.5267433987813135,0.7243947858472998,0.41382978723404257,0.6086413212398633
datacon,hard,0.4193738924985233,0.3562540929927963,0.46337308347529815,0.28936170212765955,0.4355175044502839
datacon,soft,0.496751329001772,0.37260677466863035,0.6052631578947368,0.2691489361702128,0.5250127150970586
datacon,bayes_ensemble,0.5871234494979327,0.5267433987813135,0.7243947858472998,0.41382978723404257,0.6086413212398633
