attack,LR,SVM,MLP,DT,RF,Xgb.,LGBM.,Cat.,DF.,kNN,HMM,Ens.
FGSM-LR,76.35270541082164,76.35270541082164,76.35270541082164,100.0,100.0,100.0,100.0,100.0,100.0,75.1503006012024,0.7014028056112176,99.8997995991984
PGD-LR,76.35270541082164,76.35270541082164,76.35270541082164,100.0,100.0,100.0,98.89779559118236,100.0,99.19839679358721,65.83166332665331,1.4028056112224463,100.0
FGSM-SVM,76.55310621242484,76.55310621242484,76.55310621242484,100.0,100.0,100.0,100.0,99.79959919839679,100.0,73.74749498997997,0.6012024048096198,99.19839679358721
PGD-SVM,76.55310621242484,76.55310621242484,76.55310621242484,100.0,100.0,100.0,100.0,99.79959919839679,99.39879759519036,76.35270541082164,1.4028056112224463,98.69739478957916
FGSM-MLP,99.8997995991984,100.0,100.0,91.18236472945893,87.17434869739479,100.0,98.69739478957916,100.0,100.0,94.28857715430858,0.6012024048096198,100.0
PGD-MLP,100.0,100.0,100.0,25.751503006012026,99.79959919839679,100.0,86.37274549098196,100.0,100.0,90.78156312625252,0.9018036072144242,100.0
DT,20.741482965931876,21.04208416833667,7.915831663326656,99.498997995992,3.0060120240480988,6.112224448897798,5.7114228456913825,0.7014028056112176,0.7014028056112176,6.913827655310622,14.72945891783567,1.2024048096192397
