datasets,algorithm,accuracy,f1,precision,recall,roc_auc
digits,rf,0.9749303621169917,0.9749303621169917,0.9749303621169917,0.9749303621169917,0
digits,dt,0.9749303621169917,0.9749303621169917,0.9749303621169917,0.9749303621169917,0
