datasets,algorithm,accuracy,f1,precision,recall,roc_auc
cicandmal2017,lr,0.004605400879212895,0.0,0.0,0.0,0.00993227990970652
cicandmal2017,dt,0.7662759053799456,0.8447904358101064,0.8622304199772985,0.8280419675705137,0.6948336248687783
cicandmal2017,mlp_torch,0.7681599330123509,0.8688806014325461,0.7681599330123509,1.0,0.5
