attack,LR,SVM,MLP,DT,RF,Xgb.,LGBM.,Cat.,DF.,kNN,HMM,Ens.
FGSM-LR,99.67195188627666,99.83597594313831,44.559868780754506,44.17714598141061,46.20010934937125,13.887370147621649,3.335155822854019,1.3668671405139388,8.529250956807,13.395297977036636,55.98687807545106,12.903225806451614
PGD-LR,67.68726079825039,99.67195188627666,18.972115910333518,29.907053034445052,36.413340623291404,11.645708037178784,2.4056861673045327,0.2186987424822262,5.576817933296884,13.559322033898303,41.607435757244396,3.827227993439042
FGSM-SVM,96.06342263531984,99.56260251503555,14.37944231820667,70.03827227993439,57.68179332968835,29.907053034445052,11.809732094040461,3.7725533078184825,7.053034445051942,15.855658829961726,66.53909240021869,33.73428102788409
PGD-SVM,42.646254784034994,99.50792782941498,13.285948605795515,43.52104975396392,42.427556041552755,9.896118097320937,2.8977583378895555,0.27337342810278553,5.358119190814648,14.215418261344993,49.58993985784582,10.114816839803176
FGSM-MLP,33.89830508474576,75.45106615636959,82.06670311645708,33.4609075997813,48.60579551667578,7.490431930016407,13.395297977036636,17.277200656096227,18.534718425369054,25.751776927282663,64.89885183160197,10.716238381629307
PGD-MLP,1.9682886823400805,21.815199562602515,93.60306178239478,40.07654455986878,39.584472389283775,4.0459267359212685,1.5855658829961758,6.779661016949158,13.340623291416076,15.254237288135595,45.54401312192454,1.4762165117550574
DT,0.2186987424822262,0.6560962274466897,5.5221432476763255,60.08747949699289,11.70038272279934,15.855658829961726,1.913613996719521,1.1481683980317126,4.0459267359212685,11.153635866593769,38.272279934390376,0.7654455986878084
