datasets,algorithm,accuracy,f1,precision,recall,roc_auc,ASR
bodmas,lr,0.9677819083023544,0.9618768328445748,0.9398280802292264,0.984984984984985,0.9703405937583153,1.501501501501501
bodmas,svm,0.9702602230483272,0.9646017699115044,0.9478260869565217,0.9819819819819819,0.9720036492188391,1.8018018018018056
bodmas,xgboost,0.9876084262701363,0.985207100591716,0.9708454810495627,1.0,0.989451476793249,0.0
bodmas,rf,0.9913258983890955,0.9895988112927191,0.9794117647058823,1.0,0.9926160337552742,0.0
